Text,Title,Rating
I used only 14 days ...after that it will not working and charging .....,Worst ...waste of money ....dont buy,1
Sound quality is good battery also best but some kind of manufacture defects i haved faced issue after one month of purchases,Go for it but nt expect more,3
It's a good neckband earphones for music and calling. Noise is good brand thanks a lot for giving a good service.,Nothing instead of Noise in Earphones.,5
 Sound quality is good base is controlled.. Noise cancellation as gd,Osm product all the sound are controlled,5
"Good quality,affordable price and comfortable to use.Totally I am satisfied about this product.Thank you noise....keep going.",I am fully satisfied.,5
 Don't buy.this fake duplicate product . Lot of bug . Not working properly,Fake product not use full . Lot of bug .,1
After a few days left bud has a reduced volume as compared to right bud.,Left Bud has low volume compared to right bud on the same levels.,3
"Call hearing to the reciver is not good very poor,also the blutooth connecti OK n manegement is not good",Call hearing is not good,3
Good product but it would have been beat if it is also durable. As mine stopped working within 2 months.,Good concept of Magnetic ear piece.,4
Because it's very very bad headphone ever voice is very less u can't hear voice in bus or train worst money waste,Very Wrost Headphone ever ..Voice is very very slow u can not hear voice in bike or bus and train .,1
"Sound,base is very nice.Battery backup is also HighFast charging is very nice.And feeling comfortable.",Noise flair Bluetooth,5
 Excellent Neck band,"Nice product recommend to purchase, superb tech.",5
gym accessories have to be water-resistant at least; just hoping this won't give way at least in the near future,not very pricey,4
"Everything is good. Battery backup is excellent.Only thing, when you receive a call, couldn’t stop the vibration.",Sound Quality,5
 I like this product basically. I gifted this neckband to my father.,Very good sound quality,5
Noise headphones wireless is amazing and its awesome to listen the song and watching movie.Love you Noise.,headphones wireless,5
"It's a good product, liked it. Only problem is noise cancellation which causes too much disturbance during calls",Good product,4
 Very nice product but volume High and low facilities not available,Very nice product but volume High and low facilities not available,5
Better sound quality than one plus neckband noise cancellation and also bass quality is very well thanks to @teamnoise,Very satisfied from this product good sound quality,5
Should have improved the bass and HD effect,Bass is low for a 10mm driver.,4
Shawn quality very bad,Voice call volume slow,5
Now only 1 week not properly use ans defferent are identified why this type are mistake in your product,Not properly working and blutooth range are very low voice not properly clear,1
1 month after purchase 1 side sound gone. Noise service is ZERO!  Did not get satisfactory response from Noise .,Nosie service is ZERO!  Did not get satisfactory response from Noise,3
Sound Quality Best..👍Noise Cancellation Best..👍Bass Quality Ok..👍Overall Noise Flair Best Neckband Bluetooth....👍👌,Noise Best Product...👍👌,5
I bought this because it comes with noise cancellation. It catches everything in the background....zero noise cancellation!!!!,Very poor noise cancellation. Can I return it?,1
But my device had connecting issue .,Battery life and sound quality,4
"Not too good, vibration irritating my neck while receiving every calls","Not too good,, it's ok only",2
"Using this earphone for more than one month, and i am satisfied..sound quality is nice,mic and touch sensor all works great.",Worthy for money,4
You can purchase this product without any problem great product,Great product with new features,5
If volume increase/decrease option is also provided in neckband itself is more convenient to use. Overall performance is good,Good,4
Allover it’s good . Good in out look. Nice Sound quality and bass.. good for rough use,Awesome design and built quality,4
Amazing product sound quality superb noise callcellation excellent bass quality good. It is a perfect product at this range touch is very soft.,Amazing product with perfect quality,5
This product Good for battery backup and touch.automatically voice sound low on call so this is disliked for me.,touch quality good.,3
Good Sound Quality in this price range. Amazing to have the call vibration feature. Good Bass Quality . Satisfied with the product.,Amazing Product 🔥,5
Amazing and very useful product for Marketing Person for comfortable calling and call receiving function and very good noise cancelling,Amazing,5
Got a first copy. Have attached an pic of the same. Also mic is not working.,Quality not good,1
I like battery life and dual pairing,Overall good in battery,4
Really superb.,Worth it,5
Sound quality good ...but touch not working some times....both ear plugs ..speakers  very big  can't setting ear properly..ear will be pain.,Can't setting in ear properly,1
"I purchased it on 3 oct, and on 8 oct it was dead, i was fortunate it was in still under 7 days return, i returned it on 9 oct.",Dead in 5 days,1
Not as good as shown by brand. Over marketing always don’t meet to the quality.,Not as good as advertised by the brand.,1
Product is overall good.Battery lyfSoundMicEverything is working well After around 1month,Value of money,4
One side ear bud not working! After 1 month of use ! Its just got 1 month to buy!,Don't,5
Satisfied with gadget no need to worry it's an amazing product,The product was really good with a good music playback satisfied with the gadget,5
Excellent product.. serving as mentioned is waterproof.. can be wore under shower as well... zero issues,Cool product,5
Having trouble talking on the callTo the front my voice is less the sound of the wind,Calling problem,4
"Approx 30-35%working good after that draining quicklyAnd magnet are not upto the mark  , but still nice with the1st touch sensor",Battery draining after 30-35,4
The quality of the product is great.the dual Bluetooth connectivity works flawlessly.,Best Neckband used so far,4
" Like sound quality, noise cancellation needs improvement","Excellent product, noise cancellation to the hearer needs improvement",5
"Very good sound quality, full bass and battery backup is also powerful 35 hours . fast charge. I love noise neckband",Very good quality,5
"Overall product is good, best feature is sound quality and noise cancellation . Just one issue no option for volume up and down.",Best wireless ear phones till now.,4
In calling time voice comeing low and ANC  feature not properly working so i am not satisfied,Jast average,2
I am very well satisfied with the battery life.,Battery life is worth the money,4
Every thing is good but one thing should be improved that is noise cancellation during calls,Good,5
"Please don't buy, it's totally west of money, big issue in charging , charging not working well, after 15 day of use it's not working,",Very bad experience,1
Sound bht kam h calling ka,Quality not best,1
 Very nice 🙂🙂🙂 noise earphones Bluetooth touch sensor,Awesome earphones,4
Flexi,Sound was good,4
"The sound clarity, bass and intensity is superb, really awesome.I just dont like its design its lenght is longer than needed.",Superb..,5
I like this product bcz it's battery backup are so good and charging speed so amazingAnd its touch are so good,"It's a amazing product like.,battery backup,charging speed and touch are so good",5
"I have never experienced a worst product like this,not one thing,in this product everything is a mess,my money fully waste","I have never experienced a worst product like this,not one thing,",1
no recommand,not so good product,2
Bass is average and noise cancellation not work properly and volume controlling bottoms are not on earphones,Not good as I expected,4
The product works really good after a month of usage. While received there was a small tourn in the ear bud.,Good sound quality / touch feel also good. battery backup very good material quality good.,5
Good quality product...value for money..🥰🥰🥰,Nice,4
"Product wiz no complaint at all. But, I'm  not happy with the packaging. Anyways, I strongly reccomend this product in this price range.",Value for Money,4
 This product is very bad and touch senser is proper not working,Bakbass product h noise flair,1
Awesome sound quality and features 👌.Not complaining but it could have a bit better build quality.,Great product for the price range.,4
Very clumsy and irritating vibrate mode can’t switch the mode off controls are not friendly,Not a good buy,1
 Nyc product,Good one,5
"Product is very nice, bettry service also good",Noise is nice ''setisfy'',4
"Calling quality is very bad, facing too many problems while calling. The other person does get clear sound.",Good,1
It's a pretty nice product .it's got excellent build and nice sound . It can be a bit on heavier end though,An excellent product for budget Bluetooth earphones,4
"It's not a good product I have purchased in aug and after 2 - 3 months I am facing an issue, it's not working properly...",Not good,1
Average product. Sound quality during phone calls is poor. Sound quality for music is good,Call quality is poor,3
"Nice, value for money. Amazing battery Backup",Nice product,5
Very good quality noice cancellation also good base excellent,Very good,5
Good prodoct and please improve toch control it finds little difficult to control music and attend Or reject calls,Please improve touch control,4
It is connected all the time. It should be connected when we de-attached,Good product,4
Best sound & bass quality & excellent noise cancellation,Value for money,5
Call karne ke samy bhut kam abaj aata h baki sab kuch achacha hMgr itna km call ke bakt q aata h abaj,Call karne ke samy abaj bhut kam aata h baki sab kuch achacha h,5
"The sound quality is up to the mark for this price range, There is significant noise cancellation.",Noise offers class products in penny price.,4
I gave it 4 stars to sound bcz sound is lowNot loud but all things are goodYou can go with it if u like average loudness 🤞🤞,Sound quality is averge,4
Good🌹,Ok,5
Charge karne k baad iska volume full pr bhi dheemi rehti h..maine is product ko 2 baar return kiya,Product is not good.,1
There is no complaint of this product.For me I need to experience a high quality and balanced sound which felt lacking.,Overall good.,4
Useless product. Simply I wasted my money on this. It sounds like Dabba . N ear tips are painful too. 👎🏼,Dabba…… don’t waste ur money on this product .,1
It was a problems...Right side speaker automatically opened... It was not good...please replace immediate basis...,Complaints,3
I am using this product more than 3 month. Still now it is work perfect and there is no issue in that. Thanks lot,Satisfied price and good product,5
Good product for this price rangeIts all good battery life,Is good product i really loved.,4
Worst headphone... Noise cancellation is not working at all,Worst headphone... Noise cancellation is not working at all,1
I'm happy with the product and service after the sales that is rendered by Noise.... Thank you 😊,It is worth to buy,5
"Sound Is good, very loud. Battery life is really good,",Good Product with Long Battery Life,5
Good sound quality.......,Worth it......,5
Customer service is too bad.Not able yo hear anything while using YouTube or any other applications,Plz don't purchase this.,1
Now amazon says 7 days of Replacement is over..BUY on-call 12-10-2021TODAY is 25-10-2021NOW WHAT TO DO.?,It's going off one side and second is going totally low in just 12 days...,1
"Bekar bekar bekar bekar,  galti se le liya mene, mene socha naya aya hai.. to sahi hoga lekin bekar hai..",Bekar bekar bekar,1
Touch achha hai,Magnetic connect,4
 Not Happy টাচ সেনসার ঠিক কাজ হয়না সায়োন ভালো না ভেরভরে বেসনি একদোম,No happy,1
Baar baar saund km aana or v call pr auto disconnect ho jana aisi bahut sari problem face krni pd rhi h,Problem hi problem h isme,1
I bought it 1 week back.... It worked well for 5 days... Now it's not even connecting to the mobile..not yet all working,Not yet all working,1
Iliked the product because its battery life is amazing and sound quality is best,Best battery life,5
"Sometimes it is disconnecting while listening music or watching flim , this is the problem with this neckband.",Blutooth Disconnecting after some time 😕,3
My speakar is not working n i started using my headphone after 10 days of buying now i cant even replace,Spearker problm,1
Call quality - Goodconnectivity - GoodBass and sound quality - GoodTouch sensor - Fine,Value for money,5
"Audio quality is not good, and not able to return",Not as expected,2
Damaged packaging but product is fineNoise cancellation and sound quality is good,Good noise cancellation,5
"Not bad, but not satisfied with the price & features, noise cancellation is not proper.",Not bad,3
"Happy with the purchase, go for it.Long battery life!",Go for it!,5
Connectivity is quite nice. Sound quality is reasonable. Hats off to its amazing build quality.,One of the best neckbands in this price range,4
One side of my headphone is not working after 2 weeks. I didn't receive extra earbud too. Waste,Very bad experience,1
Sound quality is goodVibration feature is worstBass is goodBattery is awesome,Vibration is very loud  if you are a heart patient than don't buy this product .,3
Whatever they committed on notice cancellation features it is fully disappointing. as product it is good,Wrong commitment,1
Very nice earphone. I like the most in this when both are connected together they turn off and when when they don't connect they turn on.,Value for money,5
Good Battery life and sound quality,Very Good Experience of Noise good Battery life,5
About product great..and awesome...one thing i have to mention the battery backup..and sound quality...,Just awesome product,5
Worst Wireless Bluetooth Earphone - stopped working in just 20 days of purchase,Worst Wireless Bluetooth Earphone - stopped working in just 20 days of purchase,1
Nice product,Nice product,5
Like it,Very good,4
"Not even deserve a single star, very inferior quality. This product having lots of connectivity issues,","connectivity issues,",1
Build quality not good finishing missing... Plastic not comfortable on neck.... but battery backup stunning super..,Finishing,3
There is no volume control In the product.Keeping it aside the products good enough.,No volume control in the device.,4
Many issues. Power on after single use not working.You have to connect charger for 2 seconds and then it restarts.,Very poor quality product,1
The next and previous songs function is not working otherwise it's the best neckband,Not working,4
I've been using Noise for a long time and they have a great audio quality. They never fail to satisfy.,Great product.,5
Best noise headphones.,Best noise  headphones,5
It's the best for all uses,The best neckband ever tried,5
It's beeen 2 week and no sound coming from earbuds. Worst product ever .... Don't even think to buy it,Worst... As per name so much noise on other side of call.,1
Extremely satisfied with this product in terms of battery performance and sound quality.,Satisfied!,5
Headphone not working finger her call and voice I think I am calling anything manage so I'm not sound giving this attachment,Actions for this headphone,1
"Build quality is good, it’s works excellent 👌🏻. Especially dual pairing is good. Thanks to Amazon",It’s is a excellent product,5
Great product.... Sound quality is great,Best product,5
Sound is just ok. Bass in this price range is awesomeOnly one little problem is calling time sound problem,Sound,4
"All OK but game sound is late for this headphone ,so please important for gamers no buy .song and call very good",All OK but game sound is late for this headphors.,4
I have checked this product and i found it vary good since three days i m using it without any charge,Its quite good made in india product,5
Not at all happy with noise wanted to return the item but was unable it's more of like a fake product,Fake product,1
Was not original packaging. Duplicate product,Duplicate product recieved,1
As there is no volume + and- no control on volume it fluctuate automatically,Please take good products from your vendor to satisfy your customer,1
"Is quality that I like the most , that I don't like you h sensor response...",Nice,4
Battery life was good but there was some problem in left earbud it's under warranty.,Worthy,4
"Product quality was very poor, buils quality was ok",Product quality very poor,2
" 2nd day not warking, it's bad",Bad product,1
"Continues vibrating even after the call is answered, poor mike when connected to laptop. Very bad experience.",Waste of money,1
"Worst head phones. It discount every minute. No volume controller, stop buying this porduct.",Do not buy,1
Sound quality is good .... 8 mints charging and 12 hours tak chalta hai .... Nice product 👍,Good product,5
"Quality Is excellent, But Sound quality not match with my expectations.","Quality Is excellent, But Sound quality not match with my expectations.",3
"Overall gr8 product in every aspect quality, affordability, customer support even post customer support",Worth every penny,5
I WANT SOUND CHILLNESS EFFECTIVELY. THE DISADVANTAGE IS TO FIX THE EARPHONE IN THE EARS ARE NOT SO FIT ENOUGH FOR ME,ABOUT THE CLEARITY,3
I love the product . But completely disappointed with Amazon service.. sealed was already broken 😞.,Sealed was broken,5
Noise Flair in-Ear Wireless Bluetooth Smart Neckband Earphone sound and build quality is an Avarage.,Sound and build quality is an Avarage.,4
Sound is good but u can find better options in this range. Bass is not that good.,U cannot increase or decrease it's volume and after a month it's feather touch stopped working.,1
 Not good,😠,2
 Worst product please don't buy,It was wrost products please don't buy any touch buds OR neckband,1
Calling quality is very poor and also service centre is very far approx 500km  .....so I don't like this ......,Calling quality is so poor,4
Over all good,Over all good,3
Good product,Best,5
Overall good quality and very useful. Touch quality is also good. Everyone can buy.,Very Useful,4
Battery backup is good but sound quality is too bad ... Pls don't waste your money.,Too bad sound quality... 😡😡,1
Good,Good battery 🔋 life,3
Product is good.,Good product.,5
Smart technology used.. sound quality is good,Stylish and smart,5
Only thing missing is volume control options.,Excellent product,4
Calling sound is to low .help meReplace this product.Thank you for asking my review .Please help me out......,Calling sound is to low.......,1
"Not being turned on, it is not connected and the voice is not coming only to stop stopping.",Very bad  experience,1
Sound- 5 StarBattery- 5 StarNoise cancellation- 3 StarMic quality- 4 Star,Very good according to price range.,5
" Sound, bluetooth connectivity ok but battery life not good",Products is good but battery backup is not gos,3
"The touch function is nice. The sound quality is pretty good, along with a huge battery backup.Overall, a decent product.",A cool product,5
"Good sound quality, touch feel also good. Battery backup very good. The overall product quality is excellent..",I was impressed by the product.,5
Product quality is good. Bass is okay. Was expecting magnetic control in this price range but okay.,Satisfactory,4
Build quality bohot hi ghatia hain... 23 jan22 ko lia tha.. aaj right wala bud kharab ho gye hain..,Think twice before buy.,1
"It's a really good product with affordable price ,using it for a while .i would recommend to get it",Noise sense neckband,5
Great sound quality. Only thing you don't have voice control on the device,Great product,4
Packing is not good like show her videos our noice cancelation nhi hai bass to bahot kam hai touch bohot slow hai,Packing poor video me jaisa dikhaya waisa nhi aya,2
Sound quality very poorIska year phone mein bilkul awaaz nahin hai mujhe isko us nhi karna hi,Sound quality very poor,5
Good,Very nice,4
I used it for 1month and upto now it's working as like I brought new one.. Really Nice Product. 🙂🙂,Nice One in This price range 🙂🙂,5
"Middle button not work properly, 2 bar replace kiya faulty product firse de diya..",Bakwas product hai,1
Good product as described,Good product and got as described,4
I am giving review after 7 months. Everything is good in this. everything is working fine,Good,5
Tommorow I was Recd Noise Flair Neak Band But He Doesn't work...Problem in On and Pair This Device,Not Work Properly,1
"Connectivity issue, did not get paired with any device..sound quality is also poor than expected.",never buy this # honest review,1
 Right me kit kit voice aa rha haiMera Flifkart par shopping krna pdega,Saund me kit kit ka voice Aa rha hai right me jitne bhi products magaye sab me problem Aaye the,1
after somedays its indicators light off and not able to Connect with Bluetooth..... waste of money,Very bad product.....,1
"Device is not at all working, so I m returning. It looks rich n cute so single ⭐",Not working,1
Not that good and not bad...no option available then go for it...,Ok,4
"Good looking, nice sound quality, good bass, overall nice product at 1500Rs. Price range",Good neckband,5
I want to replace as the product is not working properly and it is within warranty period,Not Working,1
The product has gone defected and no the it cannot cannot to my cellphone... Poor service,Bad service,1
"It's very low quality and no noise cancellation, touch is not working properly, no option for volume increase.",Need calling voice and noise cancellation,1
"Endurance of battery is good.Physical buttons for volume absent,otherwise it works perfectly fine .",Value for money.,4
Echo while using Mike Didn't work properly for 1 month,Worst product of noise till now. and customer service is quite unuseful,1
"However, the only reason I am giving a 4 is bcz audio at max is not tht great.",Audio quality is superb,4
Noise.cancellation was not good vial in call opposite person can't able to hear my voice properly,Other than vibration there is no good specifications,4
Sound quality  is really good. The feature of the connectivity and disconnectivity is a good one.,Sound quality  is really good. The feature of the connectivity and disconnectivity is a good one.,5
seal broken product received. not satisfied with shape which is inserted to the ear.,not satisfied,2
Is ki quality bilkul sahi nhi hai songs sunte time awaj bahut Kam sahi hai or cooling ke time sahi sahi hai,Sound problem,1
Bass is good but it is heightened to the point it supress the vocals. Therefore vocals feels bit low.,Decent Neckband,4
"Been using it for a feww weeks, satisfied with the performance till now.",The product has a good battery life and sound quality.,4
Good,Super sounds,1
A quality product the sound quality is the smooth and bass sound is also amazing,I ordered 3 neck band and the quality of product I haved received is so good.,5
"Not good not working with laptop and TV always stop while on you are team call, ok with mobile",Nothing,2
worste product,No noise cancellation ....worste product,2
The product is awesome.Great sound quality with some good features.Value for money,Nice product,4
 Bad quality product,Bad quality,1
Improve noise cancellation and over all band is good bass and sound quality is very nice,Improve noise cancellation,5
All okay.. product quality not good,Quality not good,3
Best sound qualityFully touchBattery pack up was awesome (35 hoursNoice cancellationAffordable price,Noice is best ❤️,5
While call received not able to hear and product also not good it's too much of pain in ear not worth for money,Voice not clear to hear,1
"The mic is not working. And now since it's past the return date, I'm stuck with the produ t",Disappointed in Noise,1
Everthing is jst so perfect...bt only one thing its noise cancellation is nt that great while calling..,Surely the best in this price range of 2k,5
Nice products better very nice 01 missteck volume  please add me,Nice products,4
The battery life can be more better but it's really cool the whole design also the sound is the best and touch thing is too good.,Battery,5
Sometime touch problem,Good,4
All over good product.,Overall good,5
"Plz don't but this ,there r somany issues in magnetic pairing and on and off issues .","Plz don't but this ,there r somany issues in magnetic pairing and",1
After 2months this Bluetooth don't be power on. Very bad product.,Bad product,1
 Good sound and bassBut better backup not good,Great product,4
All are like plastik body not good or no all colers avalabale by purchesing time,Plastik body are not good,1
I will best products cap,Best product,5
"The battery life, the touch sensor, the sound quality, all of these pack together an amazing set of earphones!",A really good pair of Bluetooth earphones packed with features,5
Stop working after 15days use and no any customer support after online complaint register.,No any customer support after online complaint register,1
Malfunctioning some time connect to phone some time not connect,It's connect sometimes some time not conenect to my phone malfunctioning . dont buy it.,1
Product was good but service is worst they didn't corporate and it expensive for repair,Service,5
"It’s a best choice I made, works like a charm! Thank you noise!",The audio output and noise cancellation,5
Nice touch effect that's why am brought this .let me see for some other days about its quality.,It is good trendy one and go for it,4
Recommend,Decent product,3
I have been using this scene 8 months now and it's working great I love the battery performance,Great product,4
Good for music but not for calling. Mic captures outside noise very loud. Sometimes it superseds the voice.,Value for money,4
 Speaker is very big and one speaker working and second not working,Very bad product don't buy,1
More features compared to others at this price. But sound quality is not so great,Good features for the price,4
Very good quality & excellent sound👍,Very nice product 👍,5
I love the product its awesomeTouch response is goodAudio is also goodBattery life is also soo good loved it,Best Neckband 😍,5
 Great product. Value for money.i have ordered one more for my friend.,Great product. Value for money.i have ordered one more for my friend.,5
Heavyness in near after half n hour,Not bad,3
Product is nice but its touch button makes it difficult to use,Nice,4
It's a very good product.It has very good sound quality and bass quality also.and battery 🔋 backup also,It's very smooth and easy to bring. And also it's a good product in a medium price,5
 It stopped working and it’s worst,With in six months it stopped working worst quality,1
the buds are hard to endurefor longer durations otherwise product is excellent,review,4
 Fantastic product sound quality . perfect...motiin,Fantastic product,5
Product is good but touch pad is more sensitive,Product is Good But Touch pad is too bad because is too sensitive.,5
I loved it. Its very good product. It became my habit to use everytime. Awesome product.,Amazing product.,5
Good sound qualityBackground Noise cancellationNice base qualityOverall it's a great product for our comfort,Good and comfortable easy to handle,4
noise cancellation feature not there.. voise quality could have been better.,This is not at all noise cancellation neckband..,2
"product is totally best in this price competition, quality , sound.I loved it :)",GOOD PRODUCT !!!!,5
Stereo bass ......Outstanding sound......,Nice 🎧🎧🎧🎧🎧,5
this earphone is in super hit sound enhancement,superb quality,5
Environment noise is coming ...Once I will use week time only get a default in this noiseflair Bluetooth neck band,"Not good , not bad",5
Hello....Noise Flair is good product and sound like good but volume controller are missingOverall good 👍,4 Start product,4
Best from any other brand.. best thing is the vibration alert..,Awesome,5
Good product. Long battery back up. Reasonable price..... Over all is good. Suggest to go ahead,Good product. Long battery back up. Reasonable price..... Over all is good. Suggest to go ahead,5
Very nice quality and good sound quality,Nice product,5
Noise cancellation is poor otherwise product is best according to this price range good battery life,Nice product good battery life,4
Best ever handsfree product... Awesome battery pickup... But need to focus on its bass quality.Overall good to purchase 👍👍👍,Poor bass quality... Overall good.,5
Sound quality and battery is good. Only call quality is ok ok. Overall good neckband.,Good neckband,4
Very nice product. Sound quality is very good.Product appearance also very nice. Money well spent.Thank you !,Worth buying,5
Blotooth connect to mobile very typical,"Very wrost quality, very typical to connect mobile",1
Very bad product warranty over Battery failed.,"Warranty over, Battery failed..",1
Sound quality is amazing &bass quality is mind blowing But Volume control rahane se accha hota.,This product is awesome.,4
Don't buy charging cable not working giving backup only 12 hrs... Wrost headphone ever I used,Don't buy,1
Nice earphone overall except if volume button was there more awesome,Looking nice,4
Magnetic on off problamPoor quality customer serviceDon't Waste of money,Waste product,5
This was working only for 3 months then its one side was not working,Noise,1
It gets disconnected automatically after a gap of 10 to 15 min. Pls dont buy,Worst product i have bought from Amazon,1
Never buy. Worst product.,"Gets disconnected while on call. Always on vibration mode, irritating n many more complaints.",1
"Stylish design, Sound quality is good and noise cancelation and bass excellent and product was very nice",Nice product,5
Perfect sound quality....Nice liked it very much,Long lasting battery backup,5
It's a good quality and it connects fast  with Bluetooth and we can use roughly this product,Noise Flair Ear wireless,5
Sound quality so good & battery is also very good.. Overall a great product in perfect price,Awesom product with best features,5
l like it but little pain in ears while remove and touch is very sensitive so facing problum,little problum in ears,4
 Magnet problemMagnet not properly working,This product is good but magnet not working,5
Sound quality is superb and bass is also good.. overall the product is very good and very good at this price range,Good product,5
 Dislike,Very disappointing,1
Some time low sound problem but just a unpair & pair ...then problem solved...otherwise okay..,Money worth product,5
Good Product and better sound quality in a budget one. Also the build quality and call quality is good.,Good Product in a Budget one.,4
Good qualityQuick pairingDecent sound and light weightI bought at 799,Value for money,4
I totally dislike  this product  because  of  the product  defects and  the product  quality  also not good.,Product  having  a problem  of power  on and off sensor was not  working  in my Product,1
Sound quality is just awesome amazing battery backup recorded upto 22 hours,Great Product just loved it...,5
Sund quality good battery power full 28 ha fast charging,Value for mony good product prise point,4
The magnet function is not good with this product as it has stopped working in a month of purchase.,Not Good,1
 Battey not good performence20 hour battry bachup.,Best neckband,3
"Cheap plastic,buttons not working,second day earphones broken used fevikwik to fix.",Worst headphones.,1
It's good product and very good Sound,Good,5
Battery back up so good.Decent capsule look.,Improve wire quality,5
It is very portable and it's battery time is just upnotch unbeatable. I am glad that I chose this.,Battery life.,5
 Good product having good sound quality,Good product,5
is there any options by using this touch enable neck band to increase or decrease volume...,about sound...,3
If there is volume control switch it could be better. Except that it's awesome 👌  product.,It's a pretty gr8 product.,4
"Noise cancellation is not good. Else, everything is fine. Later will let you know the battery backup.",Noise cancellation is not good,3
Touch not working properly sometimes phone call disconnected sometimes not when I try to disconnect the call,Need to work on touch sensor,3
Touch don't work properly sometimes. And the noise cancellation is not good,Good but not up to the mark.,4
"Brilliant product, Definitely Value for money and the Noise Cancellation is the best feature, works like a charm.",Good Noise Cancellation,5
Pls Dont buy it,Waste of Money,1
"I liked the touch control,the sound quality. I use it to listen music, Attending calls,etc..","Fits correctly in your ear, awesome sound quality",5
Keep Vibrating Even After Disconnected or After Answer the Call 😩,Vibration Bug,1
Good,3star,3
Noise product is best but battery backup is so poor and sound quality is ok  i. am like this product....,Battery backup is low👎👎👎👎,4
The sound quality is good.Bass quality is okay.,Good earphones for the price.,5
Very good quality sound,Nice sound and battery backup,5
The touch feature turned out to be a drawback instead it gets triggered by mistake,The touch feature turned out to be a drawback instead it gets triggered by mistake,4
"The product is great and the bass is good, but only only issue is with the design.",Nice product,5
 Build quality and sound quality is good. But the volume controls are missing,Worth to buy at this price range,4
Bought it for my dad. And he's liking it so far. The battery hardly runs out,Nice,5
It is very good produch but there is have a but when call is came then its sound get low automatic,It is very good produch but there is have a but when call is came then its sound get low automatic,4
Perfect 🥰🥰,Perfect 💓🥰,5
I am use noise flair for listening music watching movie. And this product is best at in all,Best product ever,5
I like the extra a  feautres about this earphone and ofcourse the sound quality is top notch,Best earphones I had bought since now,5
Sound quality is superb. Noise cancellation is very good and the bass is very deep..,Excellent performance,5
When earphones detach it's not getting on it needs to charge then only earphones will on its not good,Connecting problem,1
This product is not properly working in the netband.so dont buy any body.,Quality bad,1
Really an very bad experience with this band ..local brands a better than this ..,See condition in one week .. and worst product ever ..,1
"Bass quality very low, noice cancelation average and battery life excellent.Also Comfortable % 70.",Value for money (bass missing),3
Best product in many features but sound quality and bass is little bit weak,Amazing product,4
Sound and build  quality is good but some time loose my connection and voice is braking .,Good,3
Touch sensor is little slow...need more sensitive and fast with volume control facilities,"Easy,good and comfortably fitted in ears",5
connectivity takes longer. need improvement here. all others are at good level.,aa,5
Noise cancellation is not up to the mark.Sound quality is goodBass quality goof,Noise cancellation,3
 Good sound and bassBuild quality is very nice,It's  very gd,5
To much electrical noise coming from earphones even if there nothing played on ur mobile,Dont purchase this,4
Osm product by Noise. Good quality of sound and product as well.. thanks to Noise,Osm product,5
"Worst product ever it's stop working within 12 days, don't waste your hard earned money..",Worst product ever it's stop working within 12 days,1
Sound quality good.....all function in just one touch.....Awsome product,Awsome,5
Battery backup is impressive. Sound quality  is not as good as my previous Noise Tune flex neckband.,Good battery life.,4
Bass quality and Material quality is poor.Battery 🔋 backup is very good .,Base Quality is poor,4
Sound quality was very good Battery standing time amazing and very fast charging,Good,5
Nice quality and conformable.  Call volume little low but it's manageable .  Thanks,Nice quality and conformable.  Call volume little low but it's manageable,4
Good sound quality.... And good battery backupAnd also feels comfortable while wearing it,Nice product,5
Bass is Good but no noise cancellation with this product,Exceed Expectations,5
The product is pretty good no problems till now. The sound quality and battery back up is brilliant 😉,Writing review after two month usage,5
Not so good product one mike is not working within  2 3 days and sound quality is also not good,Not good product,2
कॉल करते समय आवाज थोड़ी धीमी आती है,बहुत अच्छा प्रोडक्ट है,5
"Got damage in 7 days , kindly replace it ..Problem in connecting Bluetooth…Please reply product..",Very poor quality product,1
"Sound quality is very good , bass good,Only noise canceling are very poor",Nice,4
1. Good sound quality2. Amezing base3. Long bettery life4. Earpainless,Sound quality,5
All over features are good quality sound is good company package battery is good quality,All specifications very good,4
All is good and build quality is awesomeMy dought is does noise flair packing has been changed plz reply,Overkilled,5
Nope.,"Good design,premium looking neckband and battery backup very good.",5
Pahle achha chalta h pr ab kaam nhi kar rha hProduct ki cervice k liye help chahie,1. Product m problem a rhi h uska sencer nhi kam krta h.  (2). Charging bhi nhi ho rha h,1
I like the product worth for money,Nice product,5
1. Awesome product2. Noise cancellation option is very useful when having calls. No surrounding disturbance.,Beautiful,4
For Calling Purpose is good but for listening music bass quantity not so good,For Calling Purpose Quality is good,3
Only music.. Call not connected,Call not connected,1
All in one and cheapBut if it was joint in a single band then it may be more comfortable to use,All in one,4
"Battery life is awesome, but auto connect troubling Little bit",Good product,4
Worst buy ever.never advice to buy this product.worst material quality.,Noise is not clear and worst product i have ever purchased,1
"This item very nice , easy to use and battery back is also nice... Noise cancellation is also good",Awesome,5
 Its one side earphones is not working well,Sound,1
Within 2 month it's one ear bird not working.worthless to buy.not value for that Amount,Worthless,1
All are good but noise cancelation is not so good.....give over all 4.5 rating.,Awesome product from noise,2
I liked the sound quality and noise cancelling feature in this neckband and the overall device.,Amazing experience with the neckband!,4
I hated this noise Bluetooth in 3 months one side Bluetooth not working really waste of money,One side Bluetooth not working in 3 months,1
Nice and comfortable. Exceptional battery life,Overall a good product,4
"Initially sound quality was good, but with few days it went worst and then it stopped working.",Not worth it. Duplicate product.,1
I am very impressed with its battery life. No need to charge for 6-7 days. And it looks very good,It's worth it to buy,5
